clave_entidad,clave_actividad_economica,anio_censal,UE,A111A,H001A
9,5242,2014,605,23101.802,25936
9,5311,2014,1780,3457.804,8341
9,5312,2014,1142,6814.984,11168
9,5313,2014,550,3994.107,7451
9,5321,2014,131,890.149,1297
9,5322,2014,1304,1050.119,4552
9,5323,2014,18,106.221,142
9,5324,2014,380,4067.323,6033
9,5331,2014,23,302.955,338
9,5411,2014,2998,8021.581,25598
9,5412,2014,2101,4389.838,24309
9,5413,2014,1061,18382.167,36046
9,5414,2014,392,817.178,2717
9,5415,2014,867,15067.907,31685
9,5416,2014,1366,8102.919,25369
9,5417,2014,72,868.115,2124
9,5418,2014,1467,19720.767,43081
9,5419,2014,3002,6786.943,17764
9,5511,2014,143,208700.823,24399
9,5611,2014,666,20199.069,39707
9,5612,2014,85,2988.485,5444
9,5613,2014,728,98613.274,495160
9,5614,2014,6550,6727.86,40642
9,5615,2014,777,7625.468,10629
9,5616,2014,474,10771.699,52046
9,5617,2014,164,1808.029,20959
9,5619,2014,276,4354.218,6754
9,5621,2014,56,591.927,2174
9,6111,2014,3387,12023.274,70909
9,6112,2014,38,189.974,562
9,6113,2014,358,15998.786,41611
9,6114,2014,141,870.745,2247
9,6115,2014,340,222.797,1999
9,6116,2014,2047,2135.348,13530
9,6117,2014,36,419.845,2154
9,6211,2014,6962,3124.13,17513
9,6212,2014,6559,1705.133,12155
9,6213,2014,2486,996.611,6594
9,6214,2014,50,572.893,812
9,6215,2014,764,3519.278,7528
9,6216,2014,22,61.948,176
9,6219,2014,23,151.033,463
9,6221,2014,139,13499.863,21967
9,6222,2014,5,89.954,181
9,6223,2014,95,2792.795,7621
9,6231,2014,16,51.965,209
9,6232,2014,14,8.913,112
9,6233,2014,75,298.511,1681
9,6239,2014,131,151.64,2451
9,6241,2014,1737,214.065,8235
9,6242,2014,85,56.931,737
9,6243,2014,30,98.157,382
9,6244,2014,734,826.319,7110
9,7111,2014,116,139.533,1066
9,7112,2014,10,3400.229,2180
9,7113,2014,153,1633.489,2673
9,7114,2014,15,130.242,181
9,7115,2014,162,73.028,487
9,7121,2014,47,358.981,887
9,7131,2014,1196,1083.943,4280
9,7132,2014,794,6766.546,9194
9,7139,2014,2244,5496.161,19230
9,7211,2014,790,10602.916,29041
9,7212,2014,3,2.325,24
9,7213,2014,106,185.677,722
9,7223,2014,181,4481.66,12167
9,7224,2014,778,1394.872,6463
9,7225,2014,47464,47622.233,214200
9,8111,2014,16414,6746.869,44315
9,8112,2014,2578,1931.568,8335
9,8113,2014,1174,3445.693,6806
9,8114,2014,10197,1565.45,17655
9,8121,2014,17140,3363.372,31241
9,8122,2014,5727,1696.645,13122
9,8123,2014,376,469.783,2333
9,8124,2014,1975,23889.587,8815
9,8129,2014,770,248.738,1728
9,8131,2014,746,3448.36,8304
9,8132,2014,864,2402.42,9353
10,1125,2014,5,7.202,60
10,1141,2014,11,13.586,174
10,1152,2014,5,0.259,10
10,2122,2014,29,10966.435,7599
10,2123,2014,63,424.68,790
10,2131,2014,8,244.07,1069
10,2361,2014,59,693.676,2000
10,2362,2014,70,1098.853,1911
10,2371,2014,38,347.239,784
10,2373,2014,40,1066.006,1804
10,2381,2014,4,33.341,59
10,2382,2014,56,63.086,343
10,2383,2014,8,5.209,49
10,2389,2014,13,238.667,942
10,3111,2014,10,11819.026,645
10,3112,2014,9,3340.707,307
10,3113,2014,47,22.779,137
10,3114,2014,20,5.957,93
10,3115,2014,155,4177.988,1882
10,3116,2014,55,5970.977,2656
10,3118,2014,1230,1227.812,4381
10,3119,2014,38,391.154,878
10,3121,2014,197,1248.263,1647
10,3133,2014,5,235.513,1337
10,3141,2014,12,2.799,18
10,3149,2014,31,24.409,97
10,3151,2014,3,0.087,6
10,3152,2014,196,3220.507,15700
10,3159,2014,11,0.443,18
10,3169,2014,16,1.852,25
10,3211,2014,50,767.003,2167
10,3212,2014,7,1692.643,1747
10,3219,2014,356,945.78,2926
10,3231,2014,226,197.858,913
10,3253,2014,4,24.965,54
10,3256,2014,10,5.824,38
10,3259,2014,6,1203.523,670
10,3261,2014,27,619.209,1774
10,3262,2014,5,544.876,653
10,3271,2014,436,113.792,1354
10,3272,2014,5,2.477,21
10,3273,2014,71,484.03,649
10,3274,2014,17,100.19,193
10,3279,2014,112,581.742,1952
10,3315,2014,12,621.274,781
10,3323,2014,748,635.591,2412
10,3324,2014,7,228.231,326
10,3326,2014,4,7.704,24
10,3327,2014,124,404.749,916
10,3328,2014,4,6.683,32
10,3329,2014,13,418.779,760
10,3331,2014,12,539.244,599
10,3332,2014,5,24.955,74
10,3334,2014,8,2864.263,1120
10,3339,2014,7,77.563,143
10,3352,2014,4,0.525,7
10,3362,2014,6,352.976,502
10,3363,2014,15,3451.591,14191
10,3371,2014,416,552.474,2244
10,3372,2014,14,200.184,542
10,3379,2014,11,7.419,36
10,3391,2014,18,5.068,62
10,3399,2014,88,54.273,297
10,4311,2014,248,2172.621,4750
10,4312,2014,69,1903.82,2699
10,4321,2014,23,41.854,131
10,4331,2014,18,109.141,190
10,4332,2014,10,11.944,52
10,4333,2014,22,65.183,83
10,4334,2014,14,6.698,49
10,4335,2014,5,13.273,56
10,4341,2014,275,251.797,941
10,4342,2014,476,1858.579,4538
10,4343,2014,183,356.932,1271
10,4351,2014,49,236.234,405
10,4352,2014,31,326.767,357
10,4353,2014,57,58.726,340
10,4354,2014,61,130.237,455
10,4361,2014,17,147.834,764
10,4371,2014,3,2.651,16
10,4611,2014,9991,1809.284,20200
10,4612,2014,1371,150.721,3971
10,4621,2014,852,2015.548,7946
10,4622,2014,40,919.864,3110
10,4631,2014,267,68.095,709
10,4632,2014,1965,291.436,3639
10,4633,2014,408,205.161,1369
10,4641,2014,900,542.686,2907
10,4651,2014,231,50.864,473
10,4652,2014,314,57.373,681
10,4653,2014,1303,145.477,2472
10,4659,2014,776,76.655,1371
10,4661,2014,390,296.588,1493
10,4662,2014,302,183.734,1046
10,4663,2014,365,73.469,837
10,4664,2014,474,15.061,665
10,4671,2014,1129,653.683,3797
10,4681,2014,69,258.28,793
10,4682,2014,621,456.868,2619
10,4683,2014,19,30.618,207
10,4684,2014,543,1256.693,4221
10,4691,2014,18,2.17,30
10,4841,2014,47,913.151,2074
10,4842,2014,66,2640.872,3937
10,4851,2014,22,634.225,2934
10,4852,2014,25,230.278,1100
10,4855,2014,16,18.267,92
10,4881,2014,4,172.342,1100
10,4884,2014,38,532.634,327
10,4885,2014,4,0.491,27
10,4889,2014,3,0.823,10
10,4931,2014,18,61.571,184
10,5111,2014,28,125.198,371
10,5171,2014,7,72.053,247
10,5179,2014,37,12.795,117
10,5182,2014,4,0.221,8
10,5191,2014,4,1.217,17
10,5223,2014,62,481.262,413
10,5224,2014,170,113.329,614
10,5231,2014,36,37.595,70
10,5311,2014,401,49.86,821
10,5312,2014,85,60.298,373
10,5313,2014,29,21.356,118
10,5321,2014,4,8.664,18
10,5322,2014,171,73.897,479
10,5323,2014,3,1.887,10
10,5324,2014,52,83.706,324
10,5411,2014,398,122.627,1391
10,5412,2014,232,109.609,1040
10,5413,2014,52,91.212,350
10,5414,2014,22,4.749,42
10,5415,2014,17,16.864,131
10,5416,2014,61,722.077,1195
10,5417,2014,5,5.069,48
10,5418,2014,81,75.432,337
10,5419,2014,175,69.14,517
10,5511,2014,5,3021.407,2928
10,5611,2014,31,126.297,911
10,5613,2014,38,1476.869,8625
10,5614,2014,727,122.846,1859
10,5615,2014,64,24.105,168
10,5616,2014,28,335.622,1740
10,5617,2014,24,60.446,535
10,5621,2014,12,128.908,311
10,6111,2014,195,449.4,4181
10,6113,2014,33,472.121,2559
10,6114,2014,11,5.467,102
10,6115,2014,16,2.71,41
10,6116,2014,154,34.656,538
10,6211,2014,727,146.106,1252
10,6212,2014,597,105.295,1065
10,6213,2014,226,64.002,573
10,6215,2014,116,98.061,388
10,6219,2014,12,15.748,154
10,6221,2014,18,73.642,426
10,6223,2014,13,72.453,307
10,6233,2014,6,1.359,68
10,6239,2014,11,0.773,52
10,6241,2014,303,9.108,1234
10,6242,2014,16,3.488,129
10,6243,2014,4,0.18,54
10,6244,2014,123,111.858,1476
10,7111,2014,10,3.574,67
10,7113,2014,14,1.948,51
10,7121,2014,8,0.989,21
10,7131,2014,175,20.277,365
10,7132,2014,40,108.849,225
10,7139,2014,327,121.866,1128
10,7211,2014,253,358.327,2069
10,7212,2014,5,3.783,36
10,7213,2014,36,9.211,109
10,7223,2014,18,19.865,99
10,7224,2014,310,141.749,1073
10,7225,2014,6260,1923.619,16121
10,8111,2014,2969,617.421,6780
10,8112,2014,283,32.931,443
10,8113,2014,285,200.973,1091
10,8114,2014,1210,97.382,1768
10,8121,2014,2054,183.718,2851
10,8122,2014,164,43.026,403
10,8123,2014,80,87.925,493
10,8124,2014,149,23.447,297
10,8129,2014,63,11.02,112
10,8131,2014,213,137.901,1136
10,8132,2014,140,18.55,633
11,1141,2014,49,15.491,1632
11,2122,2014,6,1707.38,2425
11,2123,2014,59,401.48,814
11,2361,2014,184,3204.14,7497
11,2362,2014,259,3567.015,9007
11,2371,2014,57,1382.302,2381
11,2372,2014,125,1373.773,3646
11,2373,2014,40,2144.762,2411
11,2379,2014,3,22.606,85
11,2381,2014,21,82.823,333
11,2382,2014,147,342.628,1240
11,2383,2014,44,77.855,280
11,2389,2014,21,127.953,508
11,3112,2014,61,6538.822,2636
11,3113,2014,138,833.571,1629
11,3114,2014,90,11305.493,14856
11,3115,2014,783,15960.397,6586
11,3116,2014,102,8744.984,6135
11,3118,2014,6189,8719.504,20591
11,3119,2014,194,3496.758,3010
11,3121,2014,459,3697.837,4208
11,3131,2014,36,250.706,486
11,3132,2014,52,2379.353,2333
11,3133,2014,43,637.279,677
11,3141,2014,72,222.207,592
11,3149,2014,369,378.378,1905
11,3151,2014,226,916.815,2760
11,3152,2014,1908,2340.352,11307
11,3159,2014,178,381.071,1315
11,3161,2014,770,10382.254,11403
11,3162,2014,3920,31550.948,87362
11,3169,2014,416,1430.048,4563
11,3221,2014,11,1018.106,557
11,3222,2014,239,7702.169,6958
11,3231,2014,1104,2112.595,6052
11,3241,2014,12,149275.515,4850
11,3251,2014,34,3345.99,1106
11,3252,2014,21,1391.871,708
11,3253,2014,22,828.32,539
11,3254,2014,13,2880.769,625
11,3255,2014,66,5312.181,2741
11,3256,2014,81,31365.872,8371
11,3259,2014,68,332.591,1164
11,3261,2014,562,15781.142,18631
11,3262,2014,351,6425.314,9703
11,3271,2014,1145,4717.486,7518
11,3272,2014,38,140.105,393
11,3273,2014,209,1980.28,2413
11,3274,2014,42,34.667,115
11,3279,2014,145,221.135,480
11,3311,2014,3,9904.69,660
11,3312,2014,13,1327.331,816
11,3313,2014,5,25.816,27
11,3314,2014,3,1638.252,1328
11,3315,2014,16,665.296,929
11,3321,2014,36,295.392,572
11,3322,2014,20,9201.802,1819
11,3323,2014,3462,3055.266,8918
11,3324,2014,15,452.691,410
11,3325,2014,33,171.987,660
11,3326,2014,29,3324.671,1302
11,3327,2014,596,879.439,3300
11,3328,2014,24,201.95,439
11,3329,2014,42,2156.741,1514
11,3331,2014,20,1021.094,531
11,3332,2014,136,285.991,913
11,3333,2014,14,34.033,94
11,3334,2014,8,1751.266,729
11,3335,2014,36,65.937,222
11,3336,2014,3,199.187,776
11,3339,2014,37,700.4,1106
11,3342,2014,3,103.745,140
11,3344,2014,8,335.363,1652
11,3351,2014,22,8.79,62
11,3352,2014,14,6192.981,3937
11,3353,2014,18,1788.955,1407
11,3359,2014,7,2863.891,756
11,3362,2014,34,1453.867,1887
11,3363,2014,85,42381.901,30561
11,3371,2014,1250,526.716,3237
11,3372,2014,47,114.485,310
11,3379,2014,24,25.761,88
11,3391,2014,123,115.943,568
11,3399,2014,527,1314.482,3056
11,4311,2014,823,7433.385,14015
11,4312,2014,155,6316.724,9212
11,4321,2014,1291,1988.237,6937
11,4331,2014,85,1239.451,1456
11,4332,2014,93,36.477,315
11,4333,2014,27,6.832,63
11,4334,2014,79,178.321,857
11,4335,2014,23,51.546,88
11,4341,2014,1190,1131.122,3768
11,4342,2014,2537,6881.525,14901
11,4343,2014,788,743.336,2601
11,4351,2014,176,454.883,1260
11,4352,2014,249,557.2,1521
11,4353,2014,349,440.747,1601
11,4354,2014,310,694.469,2114
11,4361,2014,53,551.968,1024
11,4371,2014,3,4.073,17
11,4611,2014,44052,6305.114,85241
11,4612,2014,2954,790.289,5945
11,4621,2014,1134,6029.595,16856
11,4622,2014,122,3224.757,9588
11,4631,2014,1436,382.381,4140
11,4632,2014,12326,1755.664,21967
11,4633,2014,3851,1134.564,9090
11,4641,2014,3824,2488.422,13933
11,4651,2014,1339,333.126,2628
11,4652,2014,1977,467.049,4238
11,4653,2014,5779,613.376,10116
11,4659,2014,4519,416.212,7865
11,4661,2014,1927,1224.581,6853
11,4662,2014,1396,453.798,3781
11,4663,2014,1706,248.823,3464
11,4664,2014,2198,80.599,2979
11,4671,2014,5871,2682.595,15899
11,4681,2014,361,1989.854,6087
11,4682,2014,2106,1374.105,8808
11,4683,2014,174,104.232,554
11,4684,2014,1287,3531.875,12475
11,4691,2014,46,42.293,265
11,4841,2014,105,3722.559,10565
11,4842,2014,63,1569.205,2575
11,4851,2014,87,1422.036,5722
11,4852,2014,62,9854.575,9287
11,4855,2014,31,94.793,403
11,4884,2014,131,182.262,1069
11,4885,2014,52,530.201,490
11,4889,2014,8,14.592,281
11,4921,2014,11,79.459,516
11,4922,2014,5,9.996,98
11,4931,2014,56,229.879,775
11,5111,2014,62,503.346,1836
11,5112,2014,3,37.622,27
11,5151,2014,35,179.946,672
11,5171,2014,30,99.275,475
11,5179,2014,255,590.373,911
11,5182,2014,11,84.447,114
11,5191,2014,14,7.1,119
11,5223,2014,501,14514.199,6047
11,5231,2014,153,110.446,301
11,5239,2014,3,3.468,12
11,5241,2014,8,845.785,955
11,5242,2014,193,117.12,863
11,5311,2014,1815,349.449,3240
11,5312,2014,484,984.877,3064
11,5313,2014,207,240.909,771
11,5321,2014,51,138.939,270
11,5322,2014,1053,254.547,2232
11,5323,2014,6,5.043,23
11,5324,2014,462,349.861,1606
11,5411,2014,2023,613.3,5855
11,5412,2014,968,598.833,4422
11,5413,2014,345,498.165,2190
11,5414,2014,178,55.888,458
11,5415,2014,108,227.865,846
11,5416,2014,216,607.722,2602
11,5417,2014,12,29.98,179
11,5418,2014,303,362.905,2066
11,5419,2014,819,234.607,1745
11,5511,2014,9,750.046,847
11,5611,2014,96,300.872,1427
11,5612,2014,28,85.877,709
11,5613,2014,180,3877.852,26249
11,5614,2014,3528,914.161,12365
11,5615,2014,436,778.391,1240
11,5616,2014,169,1417.971,9897
11,5617,2014,110,506.277,4754
11,5619,2014,79,934.096,3608
11,5621,2014,39,737.493,3759
11,6111,2014,1092,2662.585,21159
11,6113,2014,181,3188.11,16471
11,6114,2014,50,61.701,367
11,6115,2014,135,59.76,612
11,6116,2014,693,197.389,2489
11,6211,2014,3632,1056.56,6921
11,6212,2014,2696,524.162,4704
11,6213,2014,969,181.687,2109
11,6214,2014,33,102.268,274
11,6215,2014,560,331.595,1821
11,6216,2014,9,1.03,12
11,6219,2014,33,59.761,436
11,6221,2014,79,1266.984,3016
11,6223,2014,68,289.77,1679
11,6233,2014,35,22.627,359
11,6239,2014,60,47.456,625
11,6241,2014,912,39.756,3418
11,6242,2014,29,3.976,238
11,6243,2014,12,2.221,90
11,6244,2014,382,339.735,3782
11,7111,2014,102,26.357,801
11,7113,2014,58,23.763,345
11,7115,2014,58,8.313,81
11,7121,2014,31,38.267,255
11,7131,2014,1193,116.116,1939
11,7132,2014,194,552.877,1382
11,7139,2014,1339,747.218,4954
11,7211,2014,713,2133.325,9813
11,7223,2014,118,237.991,1249
11,7224,2014,1129,663.228,4480
11,7225,2014,23069,9021.415,64807
11,8111,2014,9940,2576.043,23010
11,8112,2014,1166,205.032,2070
11,8113,2014,908,955.283,4051
11,8114,2014,4963,461.41,7399
11,8121,2014,8557,792.115,11591
11,8122,2014,859,200.125,2002
11,8123,2014,324,250.124,1295
11,8124,2014,1590,277.364,2981
11,8129,2014,216,68.556,500
11,8131,2014,430,262.913,1907
11,8132,2014,314,96.002,1683
12,1125,2014,52,18.976,433
12,1141,2014,1363,339.067,16161
12,1151,2014,8,2.265,28
12,2122,2014,5,5940.526,1478
12,2123,2014,487,126.665,2559
12,2221,2014,92,1854.363,3927
12,2361,2014,46,1617.911,2110
12,2362,2014,44,272.471,795
12,2372,2014,27,249.111,629
12,2373,2014,31,927.565,1161
12,2381,2014,12,18.11,47
12,2382,2014,42,49.27,198
12,2383,2014,10,24.989,131
12,2389,2014,9,40.716,94
12,3111,2014,4,247.894,40
12,3112,2014,27,122.826,111
12,3113,2014,56,4.259,119
12,3114,2014,35,60.439,131
12,3115,2014,547,1206.271,1180
12,3116,2014,138,108.483,668
12,3118,2014,5987,1790.738,12650
12,3119,2014,108,30.8,257
12,3121,2014,682,1197.252,3469
12,3131,2014,6100,65.53,13229
12,3132,2014,86,2.326,92
12,3133,2014,3,0.053,3
12,3141,2014,88,42.27,223
12,3149,2014,3881,60.124,5694
12,3151,2014,49,0.753,59
12,3152,2014,739,250.924,2734
12,3159,2014,130,9.599,242
12,3161,2014,15,7.071,52
12,3162,2014,133,20.928,308
12,3169,2014,75,5.768,136
12,3219,2014,686,64.637,1371
12,3231,2014,274,107.382,836
12,3256,2014,15,10.559,43
12,3259,2014,50,121.25,191
12,3261,2014,14,2.86,39
12,3262,2014,5,17.652,143
12,3271,2014,434,35.979,909
12,3272,2014,9,4.491,15
12,3273,2014,151,652.268,793
12,3274,2014,16,0.833,30
12,3279,2014,103,49.099,312
12,3314,2014,21,2.416,41
12,3321,2014,6,0.378,11
12,3322,2014,24,1.877,40
12,3323,2014,1832,286.079,3217
12,3324,2014,4,0.673,7
12,3327,2014,78,15.774,169
12,3328,2014,15,5.578,25
12,3329,2014,7,0.427,11
12,3339,2014,3,0.066,9
12,3351,2014,4,0.256,5
12,3362,2014,9,25.219,87
12,3363,2014,4,0.369,6
12,3371,2014,910,113.41,1561
12,3372,2014,8,11.545,27
12,3379,2014,3,0.089,4
12,3391,2014,31,8.002,72
12,3399,2014,2933,268.441,5483
12,4311,2014,308,3390.14,6219
12,4312,2014,114,3596.628,6545
12,4321,2014,86,87.668,201
12,4331,2014,35,78.233,179
12,4332,2014,97,46.59,275
12,4333,2014,15,13.232,80
12,4334,2014,48,21.786,216
12,4335,2014,20,18.579,74
12,4341,2014,532,242.398,1183
12,4342,2014,945,1014.059,3990
12,4343,2014,194,36.544,650
12,4351,2014,74,67.843,284
12,4352,2014,34,54.224,415
12,4353,2014,82,45.032,270
12,4354,2014,56,53.445,244
12,4361,2014,11,37.498,115
12,4611,2014,30951,2570.95,53009
12,4612,2014,2306,233.246,3563
12,4621,2014,666,4271.957,11061
12,4622,2014,53,1342.517,3420
12,4631,2014,740,158.479,2087
12,4632,2014,6013,738.808,10925
12,4633,2014,1555,217.704,3189
12,4641,2014,1829,757.829,5647
12,4651,2014,2544,236.016,3882
12,4652,2014,1133,169.712,2009
12,4653,2014,2768,255.791,5041
12,4659,2014,3132,153.151,5207
12,4661,2014,851,443.166,2299
12,4662,2014,796,261.576,2035
12,4663,2014,1067,75.612,2100
12,4664,2014,602,20.889,804
12,4671,2014,2251,910.648,6016
12,4681,2014,91,655.765,1882
12,4682,2014,973,395.951,2535
12,4683,2014,61,47.113,213
12,4684,2014,489,1123.07,4018
12,4691,2014,41,19.028,106
12,4832,2014,68,16.637,142
12,4841,2014,10,50.156,256
12,4842,2014,34,106.268,712
12,4851,2014,44,1037.202,6430
12,4852,2014,36,280.708,1724
12,4855,2014,8,7.382,66
12,4859,2014,46,249.833,1532
12,4871,2014,7,14.167,108
12,4872,2014,46,42.706,295
12,4881,2014,9,102.78,316
12,4884,2014,61,245.09,620
12,4885,2014,8,6.792,71
12,4931,2014,15,0.728,21
12,5151,2014,44,66.962,429
12,5171,2014,19,113.214,331
12,5179,2014,107,50.602,283
12,5223,2014,128,750.685,825
12,5224,2014,342,301.94,1308
12,5231,2014,45,45.775,100
12,5242,2014,53,19.374,295
12,5311,2014,511,73.799,1042
12,5312,2014,110,109.69,579
12,5313,2014,160,374.854,1838
12,5411,2014,603,170.064,2051
12,5412,2014,359,112.726,1440
12,5413,2014,53,24.555,133
12,5414,2014,14,7.203,31
12,5416,2014,53,35.811,268
12,5418,2014,155,353.413,492
12,5419,2014,368,78.628,704
12,5611,2014,47,148.615,506
12,5612,2014,4,0.884,15
12,5613,2014,46,380.599,3167
12,5614,2014,2232,275.984,3965
12,5615,2014,93,128.53,687
12,5616,2014,53,680.434,3198
12,5617,2014,27,22.391,246
12,5619,2014,18,28.121,61
12,5621,2014,3,0.814,11
12,6111,2014,304,551.825,5447
12,6112,2014,5,4.473,61
12,6113,2014,73,316.843,2507
12,6114,2014,69,35.157,439
12,6115,2014,71,13.094,214
12,6116,2014,262,58.865,904
12,6211,2014,1337,274.314,2403
12,6212,2014,900,130.532,1296
12,6213,2014,215,72.013,524
12,6214,2014,8,85.113,153
12,6215,2014,282,181.557,823
12,6216,2014,4,0.124,4
12,6219,2014,9,2.599,70
12,6221,2014,31,75.929,556
12,6223,2014,22,193.184,571
12,6239,2014,29,16.531,203
12,6241,2014,661,15.286,2744
12,6242,2014,11,2.72,71
12,6243,2014,8,1.266,39
12,6244,2014,117,117.839,1310
12,7111,2014,94,13.332,744
12,7115,2014,22,1.791,41
12,7121,2014,11,22.609,108
12,7131,2014,577,74.178,1122
12,7132,2014,51,245.812,365
12,7139,2014,619,211.315,1555
12,7211,2014,1126,5129.524,21405
12,7212,2014,5,4.231,33
12,7213,2014,159,26.538,389
12,7223,2014,13,24.335,88
12,7224,2014,932,424.541,3012
12,7225,2014,14995,4869.614,40522
12,8111,2014,4966,780.78,10669
12,8112,2014,551,57.216,805
12,8113,2014,257,111.702,610
12,8114,2014,2120,210.103,3195
12,8121,2014,3897,336.943,5277
12,8122,2014,557,92.147,1111
12,8123,2014,101,66.183,302
12,8124,2014,233,34.868,424
12,8129,2014,83,24.492,215
12,8131,2014,365,174.176,1979
12,8132,2014,320,126.841,1735
13,1125,2014,94,15.928,732
13,1141,2014,26,5.798,603
13,2122,2014,6,756.733,1681
13,2123,2014,119,522.662,1881
13,2221,2014,83,1223.037,2926
13,2361,2014,65,2031.337,3509
13,2362,2014,63,642.378,2074
13,2371,2014,39,829.249,1260
13,2373,2014,46,1422.402,2239
13,2381,2014,8,3.705,34
13,2382,2014,42,42.798,225
13,2383,2014,19,7.86,58
13,2389,2014,9,38.288,71
13,3111,2014,11,767.241,182
13,3112,2014,58,34.131,202
13,3113,2014,34,11.441,114
13,3114,2014,31,428.684,147
13,3115,2014,259,2809.549,1332
13,3116,2014,117,4787.805,3998
13,3118,2014,5053,2288.573,11905
13,3119,2014,53,1714.166,1741
13,3121,2014,375,3533.081,2787
13,3131,2014,15,2309.5,2763
13,3132,2014,17,4832.722,5160
13,3133,2014,4,17.023,96
13,3141,2014,27,225.965,430
13,3149,2014,171,60.228,433
13,3151,2014,90,311.468,1315
13,3152,2014,721,2482.965,13820
13,3159,2014,10,2.988,39
13,3169,2014,141,17.289,291
13,3219,2014,530,97.637,1018
13,3231,2014,339,134.828,940
13,3241,2014,8,189849.121,4264
13,3251,2014,9,801.788,798
13,3252,2014,5,603.699,353
13,3253,2014,5,399.799,275
13,3254,2014,7,695.167,637
13,3255,2014,15,239.446,266
13,3256,2014,21,36.586,68
13,3259,2014,33,640.932,789
13,3261,2014,53,2607.105,3259
13,3262,2014,16,538.461,392
13,3271,2014,442,242.791,1228
13,3272,2014,23,548.611,533
13,3273,2014,245,8555.768,3300
13,3274,2014,14,498.583,495
13,3279,2014,81,583.821,843
13,3312,2014,5,306.235,192
13,3315,2014,11,1296.341,2019
13,3322,2014,6,7.962,31
13,3323,2014,1409,1207.882,4827
13,3324,2014,10,391.416,651
13,3326,2014,18,38.394,162
13,3327,2014,166,499.992,1331
13,3328,2014,7,6.595,52
13,3329,2014,13,91.372,315
13,3331,2014,12,83.056,215
13,3333,2014,8,44.239,131
13,3335,2014,5,105.906,168
13,3339,2014,7,472.88,296
13,3345,2014,3,21.596,30
13,3353,2014,7,1680.78,1111
13,3359,2014,6,55.458,296
13,3362,2014,14,977.43,135
13,3363,2014,11,131.361,390
13,3371,2014,601,145.989,1526
13,3372,2014,11,453.414,222
13,3379,2014,6,0.229,8
13,3391,2014,25,66.266,175
13,3399,2014,319,196.955,1198
13,4311,2014,351,3480.03,5370
13,4312,2014,83,1901.96,3040
13,4321,2014,79,143.544,517
13,4331,2014,36,297.645,447
13,4332,2014,24,4.229,46
13,4333,2014,5,2.186,11
13,4334,2014,42,33.778,201
13,4335,2014,5,2.596,14
13,4341,2014,598,233.022,1235
13,4342,2014,894,2162.166,4180
13,4343,2014,248,38.742,630
13,4351,2014,58,63.634,331
13,4352,2014,38,124.811,352
13,4353,2014,116,44.846,344
13,4354,2014,114,126.524,425
13,4361,2014,21,67.006,210
13,4371,2014,3,50.198,21
13,4611,2014,21431,2076.062,36217
13,4612,2014,848,125.395,1558
13,4621,2014,716,2645.024,7714
13,4622,2014,44,1189.794,2692
13,4631,2014,686,97.766,1450
13,4632,2014,3928,539.865,6498
13,4633,2014,1143,221.623,2259
13,4641,2014,2084,601.732,5098
13,4651,2014,484,116.413,839
13,4652,2014,784,98.893,1374
13,4653,2014,3188,247.116,5171
13,4659,2014,2390,134.157,3621
13,4661,2014,845,400.359,2302
13,4662,2014,784,370.224,2360
13,4663,2014,837,72.246,1580
13,4664,2014,1036,28.182,1354
13,4671,2014,3165,1074.138,7270
13,4681,2014,190,680.319,1954
13,4682,2014,1278,378.991,3218
13,4683,2014,40,9.465,106
13,4684,2014,600,1594.296,5089
13,4691,2014,30,2.919,64
13,4841,2014,44,597.926,1168
13,4842,2014,72,2214.19,3695
13,4851,2014,39,295.634,1756
13,4852,2014,27,845.919,1675
13,4855,2014,14,18.757,107
13,4881,2014,3,5.386,36
13,4884,2014,50,38.865,214
13,4885,2014,7,77.853,145
13,4889,2014,3,0.354,4
13,4931,2014,5,26.723,30
13,5111,2014,30,120.205,511
13,5121,2014,17,363.155,427
13,5122,2014,3,0.187,6
13,5151,2014,24,25.101,183
13,5171,2014,28,150.759,315
13,5179,2014,151,226.218,415
13,5182,2014,7,47.189,74
13,5191,2014,14,6.17,88
13,5223,2014,101,175.69,637
13,5224,2014,192,200.335,995
13,5231,2014,24,16.949,36
13,5311,2014,513,320.882,1733
13,5312,2014,129,115.67,577
13,5313,2014,45,60.94,225
13,5411,2014,682,173.89,2103
13,5412,2014,360,130.933,1347
13,5413,2014,89,99.555,469
13,5414,2014,37,7.193,85
13,5416,2014,78,57.549,536
13,5418,2014,163,101.84,802
13,5419,2014,385,88.024,816
13,5611,2014,32,47.593,198
13,5612,2014,6,4.599,35
13,5613,2014,27,424.577,2034
13,5614,2014,2187,470.488,6953
13,5615,2014,77,33.403,192
13,5616,2014,68,617.698,4650
13,5617,2014,29,23.055,189
13,5619,2014,22,8.13,66
13,5621,2014,9,16.322,87
13,6111,2014,514,944.539,9406
13,6113,2014,62,901.324,4907
13,6114,2014,29,20.333,243
13,6115,2014,70,20.588,320
13,6116,2014,273,61.612,1018
13,6211,2014,1159,259.393,2356
13,6212,2014,1104,152.785,1646
13,6213,2014,373,46.085,985
13,6215,2014,294,207.087,1279
13,6219,2014,13,10.703,121
13,6221,2014,23,364.243,849
13,6223,2014,27,227.027,1117
13,6239,2014,9,0.713,67
13,6241,2014,266,6.317,1108
13,6244,2014,104,53.16,779
13,7111,2014,57,13.191,449
13,7113,2014,33,2.32,100
13,7115,2014,23,0.927,45
