clave_entidad,clave_actividad_economica,anio_censal,UE,A111A,H001A
5,4684,2014,785,3082.882,8815
5,4691,2014,14,5.524,464
5,4841,2014,144,2728.114,4700
5,4842,2014,79,2160.5,3112
5,4851,2014,37,429.107,1483
5,4852,2014,15,168.27,479
5,4854,2014,27,312.23,1016
5,4855,2014,14,76.192,308
5,4859,2014,4,186.874,314
5,4871,2014,4,9.688,70
5,4881,2014,12,161.129,230
5,4884,2014,45,1145.989,511
5,4885,2014,94,256.859,1018
5,4921,2014,8,39.148,445
5,4931,2014,16,268.737,670
5,5171,2014,26,631.336,3102
5,5179,2014,51,46.615,277
5,5182,2014,5,4.77,13
5,5191,2014,12,5.425,96
5,5223,2014,89,210.6,514
5,5224,2014,341,302.662,1577
5,5231,2014,103,59.159,198
5,5241,2014,3,2.176,9
5,5242,2014,159,105.381,650
5,5311,2014,886,244.411,2060
5,5312,2014,222,805.841,1190
5,5313,2014,85,158.778,338
5,5321,2014,36,115.28,184
5,5322,2014,493,179.121,1153
5,5323,2014,6,3.941,17
5,5324,2014,132,327.348,1175
5,5411,2014,861,365.332,2993
5,5412,2014,526,478.732,3171
5,5413,2014,109,465.273,1640
5,5415,2014,75,219.131,919
5,5416,2014,109,814.337,2237
5,5418,2014,170,236.104,1126
5,5419,2014,417,151.199,899
5,5511,2014,5,108.549,6
5,5611,2014,75,1994.128,6088
5,5612,2014,20,125.413,1298
5,5613,2014,177,8221.401,41731
5,5614,2014,1033,203.624,2441
5,5615,2014,122,90.337,407
5,5616,2014,133,1548.867,9869
5,5617,2014,101,247.521,2362
5,5619,2014,64,430.071,3994
5,5621,2014,34,767.391,1844
5,6111,2014,592,1828.517,12500
5,6112,2014,8,11.112,152
5,6113,2014,56,1485.834,7085
5,6114,2014,27,23.566,192
5,6115,2014,44,19.74,200
5,6116,2014,402,165.19,1966
5,6117,2014,5,3.733,66
5,6211,2014,1523,474.64,2993
5,6212,2014,1148,293.749,2169
5,6213,2014,350,103.786,1056
5,6214,2014,16,10.381,70
5,6215,2014,246,269.97,862
5,6216,2014,3,0.175,4
5,6219,2014,14,9.616,134
5,6221,2014,54,1297.444,5559
5,6223,2014,17,122.572,590
5,6231,2014,3,1.092,16
5,6232,2014,4,3.62,58
5,6233,2014,17,5.236,162
5,6239,2014,46,12.149,310
5,6241,2014,345,36.654,1465
5,6242,2014,38,14.932,295
5,6243,2014,3,0.527,11
5,6244,2014,228,232.042,2863
5,7111,2014,18,5.677,124
5,7113,2014,29,77.882,245
5,7115,2014,29,3.941,58
5,7121,2014,8,34.496,130
5,7131,2014,118,55.618,473
5,7132,2014,151,167.769,409
5,7139,2014,542,514.773,2770
5,7211,2014,321,1041.642,4538
5,7223,2014,64,361.32,2027
5,7224,2014,706,465.496,2406
5,7225,2014,7470,4441.755,26913
5,8111,2014,5421,1488.838,12376
5,8112,2014,515,131.099,948
5,8113,2014,626,1778.137,5845
5,8114,2014,1777,235.592,2891
5,8121,2014,3953,389.978,5418
5,8122,2014,373,99.406,879
5,8123,2014,142,512.7,753
5,8124,2014,207,42.475,549
5,8129,2014,66,17.206,167
5,8131,2014,294,234.63,1537
5,8132,2014,179,48.954,825
6,1125,2014,46,80.58,337
6,1141,2014,143,662.371,1392
6,2122,2014,15,4180.934,1860
6,2123,2014,50,182.879,799
6,2221,2014,9,764.844,1033
6,2361,2014,66,727.188,1894
6,2362,2014,73,485.942,1739
6,2371,2014,21,166.855,612
6,2372,2014,23,250.74,517
6,2373,2014,15,780.059,1085
6,2379,2014,10,354.737,571
6,2381,2014,10,21.222,103
6,2382,2014,23,49.685,230
6,2383,2014,15,36.043,139
6,2389,2014,12,170.532,295
6,3113,2014,16,1385.383,401
6,3114,2014,17,474.326,398
6,3115,2014,112,163.758,379
6,3116,2014,26,44.474,236
6,3118,2014,783,532.419,2478
6,3119,2014,59,1007.606,693
6,3121,2014,125,78.895,438
6,3141,2014,10,1.721,17
6,3149,2014,37,12.025,115
6,3152,2014,118,51.342,282
6,3162,2014,22,3.045,58
6,3222,2014,32,1.259,55
6,3231,2014,111,66.042,383
6,3253,2014,5,10.906,25
6,3256,2014,6,11.671,44
6,3259,2014,11,730.719,508
6,3271,2014,30,11.128,120
6,3273,2014,30,432.627,374
6,3274,2014,11,288.056,206
6,3323,2014,479,229.111,1418
6,3326,2014,3,2.018,16
6,3327,2014,39,34.575,198
6,3329,2014,3,6.717,22
6,3351,2014,3,14.339,25
6,3362,2014,6,3.377,15
6,3371,2014,165,43.614,367
6,3372,2014,7,9.079,32
6,3379,2014,5,1.303,9
6,3391,2014,15,6.077,32
6,3399,2014,90,40.57,223
6,4311,2014,147,1421.042,2968
6,4312,2014,26,551.387,1128
6,4321,2014,30,18.733,70
6,4331,2014,10,2.05,48
6,4332,2014,11,1.298,16
6,4334,2014,15,11.317,88
6,4341,2014,142,180.885,525
6,4342,2014,281,1024.453,1986
6,4343,2014,58,39.143,251
6,4351,2014,34,48.809,232
6,4352,2014,9,148.924,98
6,4353,2014,43,31.717,175
6,4354,2014,69,86.395,541
6,4361,2014,12,39.056,120
6,4611,2014,4964,990.545,10680
6,4612,2014,347,106.193,714
6,4621,2014,367,1396.291,4612
6,4622,2014,23,709.957,2155
6,4631,2014,141,48.414,455
6,4632,2014,1177,277.24,2326
6,4633,2014,270,66.547,649
6,4641,2014,510,324.269,1711
6,4651,2014,155,63.993,446
6,4652,2014,213,35.425,412
6,4653,2014,585,118.977,1332
6,4659,2014,592,50.55,1039
6,4661,2014,263,227.948,1034
6,4662,2014,193,89.734,798
6,4663,2014,215,25.9,462
6,4664,2014,232,6.838,314
6,4671,2014,558,479.342,2093
6,4681,2014,86,354.133,1187
6,4682,2014,366,320.01,1612
6,4683,2014,33,22.958,211
6,4684,2014,161,913.325,1752
6,4691,2014,10,3.51,17
6,4841,2014,84,980.902,1260
6,4842,2014,24,332.383,639
6,4851,2014,14,203.472,574
6,4852,2014,3,19.544,119
6,4855,2014,13,29.402,117
6,4881,2014,5,80.805,123
6,4883,2014,21,1189.587,986
6,4884,2014,21,8.143,80
6,4885,2014,242,1013.74,4223
6,4889,2014,4,0.728,30
6,4921,2014,4,9.688,44
6,4931,2014,6,36.991,99
6,5111,2014,14,67.399,188
6,5151,2014,20,54.882,206
6,5171,2014,5,25.724,107
6,5179,2014,37,151.131,186
6,5224,2014,78,59.949,295
6,5231,2014,13,15.297,24
6,5242,2014,44,32.65,181
6,5311,2014,212,40.439,450
6,5312,2014,94,81.683,355
6,5313,2014,78,103.35,491
6,5321,2014,15,44.639,98
6,5322,2014,114,45.561,314
6,5324,2014,72,158.995,331
6,5411,2014,197,88.069,743
6,5412,2014,196,101.853,914
6,5413,2014,62,84.444,515
6,5414,2014,20,6.808,56
6,5415,2014,19,33.892,171
6,5416,2014,40,47.97,274
6,5418,2014,57,53.95,205
6,5419,2014,112,51.99,268
6,5611,2014,24,12.364,161
6,5612,2014,6,3.953,29
6,5613,2014,25,481.437,4039
6,5614,2014,462,56.223,983
6,5615,2014,37,34.222,184
6,5616,2014,49,408.021,3679
6,5617,2014,45,37.884,471
6,5619,2014,14,13.314,100
6,5621,2014,6,13.841,61
6,6111,2014,129,300.069,2445
6,6113,2014,30,484.355,2138
6,6115,2014,27,11.439,120
6,6116,2014,95,30.396,391
6,6211,2014,381,117.231,704
6,6212,2014,296,72.25,562
6,6213,2014,150,28.599,291
6,6214,2014,3,6.936,37
6,6215,2014,73,77.269,248
6,6221,2014,9,152.123,235
6,6223,2014,7,38.952,232
6,6239,2014,18,11.141,174
6,6241,2014,137,10.63,586
6,6242,2014,28,14.655,143
6,6243,2014,4,0.066,12
6,6244,2014,89,101.532,1247
6,7131,2014,60,3.738,109
6,7132,2014,43,248.782,395
6,7139,2014,139,40.702,458
6,7211,2014,247,960.124,4310
6,7212,2014,4,1.201,14
6,7213,2014,59,32.911,181
6,7223,2014,5,1.176,22
6,7224,2014,143,137.957,991
6,7225,2014,4143,1788.658,13672
6,8111,2014,1607,479.1,4049
6,8112,2014,171,43.596,345
6,8113,2014,146,153.312,578
6,8114,2014,751,81.315,1262
6,8121,2014,1320,124.974,1793
6,8122,2014,294,44.287,573
6,8123,2014,32,26.135,280
6,8124,2014,116,14.954,220
6,8129,2014,32,5.969,62
6,8131,2014,147,53.584,762
6,8132,2014,97,36.305,581
7,1125,2014,28,268.622,697
7,1141,2014,613,730.87,11164
7,1151,2014,9,25.33,26
7,1152,2014,6,1.016,18
7,2221,2014,124,954.099,3334
7,2361,2014,92,549.985,1827
7,2362,2014,135,1035.828,2988
7,2371,2014,54,493.227,1086
7,2372,2014,87,1034.193,1876
7,2373,2014,127,2000.315,4046
7,2379,2014,5,104.613,208
7,2381,2014,24,107.173,234
7,2382,2014,70,50.946,356
7,2383,2014,11,3.683,35
7,2389,2014,9,37.875,161
7,3111,2014,10,2463.944,419
7,3112,2014,28,2599.433,1164
7,3113,2014,91,1873.874,1698
7,3114,2014,17,5.286,96
7,3115,2014,397,1707.624,1456
7,3116,2014,161,1490.844,1142
7,3117,2014,21,1191.507,1567
7,3118,2014,5293,2155.733,12477
7,3119,2014,188,3396.094,1688
7,3131,2014,50,0.741,67
7,3141,2014,27,2.114,83
7,3149,2014,647,45.392,1353
7,3151,2014,44,1.25,77
7,3152,2014,1428,135.323,2914
7,3159,2014,17,2.32,28
7,3162,2014,62,27.204,158
7,3169,2014,59,5.338,109
7,3219,2014,520,56.218,962
7,3222,2014,166,7.294,259
7,3231,2014,510,275.18,1609
7,3254,2014,4,8.697,41
7,3255,2014,3,4.427,60
7,3256,2014,12,1.858,29
7,3259,2014,6,154.105,265
7,3261,2014,26,213.14,225
7,3262,2014,9,106.578,418
7,3271,2014,887,79.229,1654
7,3272,2014,14,0.977,20
7,3273,2014,570,1047.158,1972
7,3274,2014,15,71.203,144
7,3279,2014,48,11.551,117
7,3322,2014,6,0.151,8
7,3323,2014,2493,377.574,4379
7,3326,2014,4,0.863,17
7,3327,2014,73,26.173,229
7,3328,2014,4,2772.601,46
7,3331,2014,4,16.888,38
7,3332,2014,10,10.516,49
7,3351,2014,5,0.033,6
7,3362,2014,23,21.43,94
7,3371,2014,1528,162.361,2579
7,3372,2014,16,15.378,66
7,3379,2014,9,19.058,44
7,3391,2014,52,11.19,74
7,3399,2014,455,140.982,840
7,4311,2014,681,4044.874,8170
7,4312,2014,160,2319.927,4741
7,4321,2014,183,111.036,422
7,4331,2014,141,911.508,1756
7,4332,2014,31,8.075,60
7,4333,2014,17,8.914,60
7,4334,2014,86,49.762,393
7,4335,2014,26,78.768,512
7,4341,2014,947,507.331,2308
7,4342,2014,1104,1974.123,7323
7,4343,2014,211,30.056,510
7,4351,2014,109,128.359,478
7,4352,2014,54,68.124,251
7,4353,2014,169,164.2,707
7,4354,2014,136,149.359,683
7,4361,2014,32,122.631,368
7,4611,2014,42645,3169.835,69589
7,4612,2014,3181,394.439,4929
7,4621,2014,866,2869.468,10329
7,4622,2014,55,1621.239,3919
7,4631,2014,791,169.821,2214
7,4632,2014,7308,772.971,12957
7,4633,2014,1968,349.127,4253
7,4641,2014,2747,1255.448,8391
7,4651,2014,875,164.994,1514
7,4652,2014,1187,150.486,2158
7,4653,2014,2912,397.204,5368
7,4659,2014,3090,202.143,4834
7,4661,2014,1347,569.927,4306
7,4662,2014,1201,389.064,2959
7,4663,2014,1165,70.432,2163
7,4664,2014,1025,35.43,1348
7,4671,2014,2379,1644.65,8342
7,4681,2014,201,948.368,2158
7,4682,2014,1493,599.41,4229
7,4683,2014,132,26.78,334
7,4684,2014,671,1736.208,5569
7,4691,2014,51,9.621,136
7,4832,2014,13,202.199,1558
7,4841,2014,37,217.491,501
7,4842,2014,117,516.917,2202
7,4851,2014,74,573.559,1549
7,4852,2014,232,1205.032,4655
7,4859,2014,74,267.513,1845
7,4871,2014,22,37.565,207
7,4872,2014,5,6.382,34
7,4884,2014,88,383.488,493
7,4885,2014,58,81.095,638
7,4931,2014,23,3.623,39
7,5111,2014,37,138.947,544
7,5121,2014,17,597.629,700
7,5122,2014,6,0.267,8
7,5151,2014,103,251.969,1341
7,5171,2014,56,189.701,610
7,5179,2014,96,108.94,297
7,5182,2014,3,15.801,22
7,5191,2014,4,0.329,5
7,5223,2014,184,415.174,1415
7,5224,2014,445,493.763,2701
7,5231,2014,13,7.565,26
7,5311,2014,1064,149.943,1842
7,5312,2014,126,89.888,422
7,5313,2014,59,29.204,261
7,5411,2014,883,209.711,2618
7,5412,2014,572,213.243,2306
7,5413,2014,160,75.567,524
7,5414,2014,55,11.633,106
7,5415,2014,33,31.052,182
7,5416,2014,147,105.227,837
7,5417,2014,5,20.606,132
7,5418,2014,211,68.545,534
7,5419,2014,453,74.406,850
7,5611,2014,57,104.382,230
7,5612,2014,8,16.986,588
7,5613,2014,55,598.539,6597
7,5614,2014,2793,294.956,4777
7,5615,2014,169,105.091,593
7,5616,2014,71,679.723,4252
7,5617,2014,52,216.004,1193
7,5619,2014,34,261.073,522
7,5621,2014,12,66.338,297
7,6111,2014,302,531.636,4809
7,6112,2014,4,1.962,25
7,6113,2014,151,1516.139,7024
7,6114,2014,123,63.679,636
7,6115,2014,66,17.845,291
7,6116,2014,379,97.476,1364
7,6117,2014,4,4.092,12
7,6211,2014,1524,344.043,2901
7,6212,2014,975,123.165,1413
7,6213,2014,332,117.188,739
7,6214,2014,16,21.649,103
7,6215,2014,617,300.319,1661
7,6216,2014,7,0.025,7
7,6219,2014,17,6.847,195
7,6221,2014,30,127.712,673
7,6223,2014,15,127.596,382
7,6233,2014,10,3.124,80
7,6239,2014,46,25.003,350
7,6241,2014,917,21.252,3876
7,6242,2014,27,17.762,203
7,6243,2014,9,3.479,77
7,6244,2014,154,75.074,1166
7,7111,2014,467,34.277,1996
7,7112,2014,3,67.23,190
7,7113,2014,40,8.759,233
7,7115,2014,39,1.156,63
7,7121,2014,14,1.226,51
7,7131,2014,519,54.864,889
7,7132,2014,111,95.013,339
7,7139,2014,465,88.879,1180
7,7211,2014,990,1044.159,6851
7,7212,2014,4,2.185,34
7,7213,2014,422,63.726,1031
7,7223,2014,25,21.938,153
7,7224,2014,1906,638.611,5499
7,7225,2014,16531,4380.041,40421
7,8111,2014,7027,892.957,15074
7,8112,2014,756,75.831,1125
7,8113,2014,421,114.088,1065
7,8114,2014,3451,190.829,4632
7,8121,2014,4736,298.83,5838
7,8122,2014,690,78.174,1139
7,8123,2014,146,43.123,366
7,8124,2014,425,56.471,747
7,8129,2014,132,36.087,271
7,8131,2014,605,196.198,2939
7,8132,2014,409,85.188,2104
8,1125,2014,6,1.93,29
8,1141,2014,20,6.164,267
8,1151,2014,24,57.106,534
8,1152,2014,3,7.353,33
8,2122,2014,27,16638.84,9712
8,2123,2014,22,370.245,274
8,2221,2014,89,3664.876,4491
8,2361,2014,103,1664.98,2931
8,2362,2014,144,6875.257,6128
8,2371,2014,53,952.798,1407
8,2372,2014,41,855.287,1505
8,2373,2014,37,1470.433,1967
8,2379,2014,8,56.799,164
8,2381,2014,16,62.613,284
8,2382,2014,117,270.56,993
8,2383,2014,37,88.693,291
8,2389,2014,20,533.553,1176
8,3111,2014,12,1929.163,396
8,3112,2014,14,1322.535,932
8,3113,2014,51,1353.5,4592
8,3114,2014,33,558.524,1607
8,3115,2014,317,8212.783,4477
8,3116,2014,116,6679.198,6019
8,3118,2014,1974,2943.849,6721
8,3119,2014,93,2102.185,2816
8,3131,2014,7,1462.282,400
8,3141,2014,7,1.741,13
8,3149,2014,59,292.007,1076
8,3151,2014,4,0.213,4
8,3152,2014,284,973.038,5388
8,3159,2014,12,136.972,501
8,3161,2014,5,1407.593,3692
8,3162,2014,40,28.376,159
8,3169,2014,33,32.49,207
8,3211,2014,56,550.481,1287
8,3212,2014,7,1032.919,912
8,3219,2014,419,1209.597,4712
8,3221,2014,4,2809.207,1228
8,3222,2014,111,2337.378,2541
8,3231,2014,463,1149.75,4171
8,3241,2014,7,359.308,204
8,3251,2014,3,803.52,389
8,3252,2014,4,132.277,57
8,3253,2014,10,814.145,388
8,3254,2014,8,10.024,60
8,3255,2014,12,87.772,203
8,3256,2014,23,222.633,366
8,3259,2014,15,3142.294,3425
8,3261,2014,93,3905.13,11226
8,3262,2014,16,453.235,1764
8,3271,2014,369,3177.252,3644
8,3272,2014,16,31.814,119
8,3273,2014,230,4327.179,2022
8,3274,2014,20,5.74,83
8,3279,2014,80,347.758,325
8,3312,2014,9,88.357,80
8,3315,2014,15,771.143,1723
8,3321,2014,5,438.96,466
8,3322,2014,7,63.807,147
8,3323,2014,1188,2556.616,5651
8,3324,2014,15,891.445,892
8,3325,2014,4,529.099,1779
8,3326,2014,6,22.188,52
8,3327,2014,302,923.856,2869
8,3328,2014,12,172.641,575
8,3329,2014,82,1280.696,2705
8,3331,2014,30,708.264,2135
8,3332,2014,17,102.399,412
8,3333,2014,11,21.857,80
8,3334,2014,27,542.288,1276
8,3335,2014,5,785.863,177
8,3336,2014,3,692.322,991
8,3339,2014,20,596.095,2121
8,3341,2014,14,3187.921,13421
8,3342,2014,13,7574.113,25389
8,3344,2014,39,7008.449,22524
8,3345,2014,9,806.518,2340
8,3351,2014,7,670.019,2172
8,3352,2014,15,2449.319,10115
8,3353,2014,20,3069.609,8217
8,3359,2014,19,2694.702,7001
8,3362,2014,24,853.451,579
8,3363,2014,136,66895.473,122704
8,3371,2014,760,2094.842,6855
8,3372,2014,29,173.489,482
8,3379,2014,28,36.721,147
8,3391,2014,87,6545.434,26760
8,3399,2014,166,775.796,1908
8,4311,2014,503,5564.979,12501
8,4312,2014,96,2798.409,3089
8,4321,2014,91,170.855,519
8,4331,2014,54,561.42,604
8,4332,2014,32,19.064,113
8,4333,2014,10,4.67,34
8,4334,2014,48,158.258,414
8,4335,2014,18,43.621,119
8,4341,2014,398,1052.904,2706
8,4342,2014,1048,3926.137,9458
8,4343,2014,455,1180.271,2726
8,4351,2014,138,504.052,862
8,4352,2014,106,845.09,1435
8,4353,2014,186,495.231,1611
8,4354,2014,209,2360.088,1712
8,4361,2014,40,241.573,557
8,4371,2014,7,11.415,51
8,4611,2014,16821,3416.701,35767
8,4612,2014,1961,616.763,3731
8,4621,2014,1509,7904.142,28675
8,4622,2014,76,1876.927,4791
8,4631,2014,333,179.46,1732
8,4632,2014,4071,768.235,7978
8,4633,2014,1172,379.056,3673
8,4641,2014,1909,1149.567,6427
8,4651,2014,720,727.051,1632
8,4652,2014,585,162.303,1392
8,4653,2014,1816,306.146,3834
8,4659,2014,1195,186.1,2425
8,4661,2014,810,1182.463,4278
8,4662,2014,794,498.657,3476
8,4663,2014,671,124.655,1621
8,4664,2014,2366,89.474,3429
8,4671,2014,2194,2193.803,8565
8,4681,2014,320,1646.533,3585
8,4682,2014,1651,1161.467,6780
8,4683,2014,35,10.572,154
8,4684,2014,1084,3352.848,11041
8,4691,2014,21,16.679,60
8,4841,2014,118,4741.98,7828
8,4842,2014,97,1523.621,3157
8,4851,2014,55,800.359,4295
8,4852,2014,14,127.036,379
8,4854,2014,14,197.297,518
8,4881,2014,9,143.653,243
8,4884,2014,60,170.941,345
8,4885,2014,187,577.229,1939
8,4931,2014,35,113.594,418
8,5151,2014,65,573.462,1490
8,5179,2014,80,129.324,336
8,5182,2014,15,721.852,4368
8,5191,2014,20,15.276,70
8,5223,2014,90,1577.626,777
8,5224,2014,287,329.428,1346
8,5231,2014,273,219.449,658
8,5239,2014,3,0,50
8,5241,2014,4,3.864,12
8,5242,2014,178,151.991,938
8,5311,2014,818,552.807,2718
8,5312,2014,183,718.518,1528
8,5313,2014,67,307.268,429
8,5411,2014,741,639.732,3239
8,5412,2014,572,512.004,3330
8,5413,2014,161,332.947,1297
8,5414,2014,39,18.25,107
8,5415,2014,78,144.744,732
8,5416,2014,135,218.119,975
8,5417,2014,7,6.215,85
8,5418,2014,175,228.365,882
8,5419,2014,488,189.538,1248
8,5511,2014,4,-536.877,209
8,5611,2014,56,310.924,973
8,5612,2014,9,40.312,450
8,5613,2014,101,1479.069,10742
8,5614,2014,1031,276.346,2992
8,5615,2014,158,119.804,527
8,5616,2014,167,1794.272,9479
8,5617,2014,55,94.209,917
8,5619,2014,42,450.799,1682
8,5621,2014,36,496.058,1039
8,6111,2014,520,1067.433,8871
8,6112,2014,9,25.754,287
8,6113,2014,81,1609.161,4569
8,6114,2014,17,20.19,123
8,6115,2014,63,23.059,253
8,6116,2014,405,148.883,1708
8,6117,2014,3,1.526,17
8,6211,2014,1798,690.057,3842
8,6212,2014,1213,388.833,2616
8,6213,2014,396,164.332,1190
8,6214,2014,16,22.987,87
8,6215,2014,206,454.085,1064
8,6216,2014,4,0.593,8
8,6219,2014,23,21.116,355
8,6221,2014,51,1904.139,4256
8,6223,2014,21,379.257,1525
8,6232,2014,12,10.677,77
8,6233,2014,44,27.921,458
8,6239,2014,87,44.808,778
8,6241,2014,377,59.415,1717
8,6242,2014,65,3.87,432
8,6243,2014,6,5.197,15
8,6244,2014,446,584.993,4359
8,7111,2014,17,9.239,102
8,7113,2014,29,22.897,228
8,7115,2014,13,1.403,24
8,7121,2014,10,30.573,106
8,7131,2014,200,52.746,547
8,7132,2014,344,913.757,2012
8,7139,2014,719,408.693,2973
8,7211,2014,588,1187.965,5467
8,7213,2014,59,17.194,167
8,7223,2014,51,952.202,4232
8,7224,2014,792,668.527,3806
8,7225,2014,9157,6124.813,34118
8,8111,2014,7493,1960.676,16338
8,8112,2014,547,151.615,985
8,8113,2014,495,542.417,2197
8,8114,2014,2195,292.906,3463
8,8121,2014,4818,503.744,7082
8,8122,2014,512,174.193,1298
8,8123,2014,188,249.87,952
8,8124,2014,247,69.678,632
8,8129,2014,137,61.087,391
8,8131,2014,295,199.989,1342
8,8132,2014,247,104.707,1626
9,2111,2014,3,0,3115
9,2122,2014,7,11.1,71
9,2123,2014,7,11.701,308
9,2131,2014,3,0,14
9,2211,2014,14,359269.869,96508
9,2361,2014,200,12481.568,14887
9,2362,2014,297,14058.736,18300
9,2371,2014,71,20743.713,19760
9,2372,2014,36,1206.484,1732
9,2373,2014,66,27384.151,27222
9,2379,2014,27,407.168,878
9,2381,2014,71,1190.3,1730
9,2382,2014,725,1462.61,5543
9,2383,2014,101,308.98,1118
9,2389,2014,23,888.152,977
9,3111,2014,17,1386.313,508
9,3112,2014,186,12938.389,2219
9,3113,2014,218,4583.237,5607
9,3114,2014,94,1197.598,2122
9,3115,2014,924,8497.723,3517
9,3116,2014,78,2321.644,2209
9,3117,2014,4,2.724,15
9,3118,2014,9194,29114.711,40632
9,3119,2014,390,32855.175,6723
9,3121,2014,2049,27658.962,12268
9,3122,2014,7,1.766,40
9,3131,2014,34,1284.807,1732
9,3132,2014,78,1856.295,3067
9,3133,2014,18,442.676,730
9,3141,2014,116,1117.523,1683
9,3149,2014,337,485.882,1654
9,3151,2014,75,1304.119,2207
9,3152,2014,1333,22057.941,26645
9,3159,2014,58,109.11,318
9,3161,2014,17,36.822,75
9,3162,2014,172,982.891,1936
9,3169,2014,151,218.343,869
9,3219,2014,993,683.001,3641
9,3221,2014,19,721.589,2059
9,3222,2014,320,7188.227,9175
9,3231,2014,3928,20829.263,33738
9,3241,2014,20,5877.573,5285
9,3251,2014,44,2962.255,3637
9,3252,2014,19,8468.914,1235
9,3253,2014,19,224.626,606
9,3254,2014,212,56810.845,33885
9,3255,2014,68,2803.842,2409
9,3256,2014,193,33267.404,13584
9,3259,2014,100,2958.356,2717
9,3261,2014,698,13555.461,22169
9,3262,2014,113,2209.643,4224
9,3271,2014,84,88.692,513
9,3272,2014,122,2443.87,2907
9,3273,2014,152,2559.037,3611
9,3274,2014,18,5.748,63
9,3279,2014,117,976.157,1210
9,3312,2014,31,1407.362,772
9,3314,2014,12,6285.23,528
9,3315,2014,19,438.954,621
9,3321,2014,54,1971.472,1662
9,3322,2014,70,328.579,1105
9,3323,2014,2893,4006.076,9766
9,3324,2014,44,2312.568,1910
9,3325,2014,51,714.745,1136
9,3326,2014,78,1387.161,1491
9,3327,2014,808,1982.35,6509
9,3328,2014,118,591.459,1629
9,3329,2014,138,2390.396,3271
9,3331,2014,11,144.88,202
9,3332,2014,108,714.386,1360
9,3333,2014,26,61.187,228
9,3334,2014,46,1182.713,2030
9,3335,2014,32,124.851,313
9,3336,2014,5,56.991,158
9,3339,2014,73,2008.412,2350
9,3341,2014,7,119.961,1572
9,3342,2014,13,254.959,841
9,3343,2014,7,181.025,226
9,3344,2014,22,1234.217,2336
9,3345,2014,28,301.709,703
9,3346,2014,6,450.034,93
9,3351,2014,56,343.734,786
9,3352,2014,39,783.44,1835
9,3353,2014,52,6533.646,4068
9,3359,2014,45,5442.063,3292
9,3361,2014,8,145.725,4380
9,3362,2014,24,125.965,233
9,3363,2014,118,8295.455,8031
9,3369,2014,24,613.962,1015
9,3371,2014,1901,4344.729,10362
9,3372,2014,208,1787.33,4309
9,3379,2014,56,734.287,1504
9,3391,2014,361,1358.576,3320
9,3399,2014,1004,4890.15,10521
9,4311,2014,2977,23738.958,47533
9,4312,2014,179,7231.571,10365
9,4321,2014,1151,3650.157,10023
9,4331,2014,299,12796.717,13831
9,4332,2014,415,6297.001,8303
9,4333,2014,265,2871.421,3063
9,4334,2014,546,4098.897,10316
9,4335,2014,128,4778.139,5285
9,4341,2014,381,2130.423,2540
9,4342,2014,4452,19269.009,40378
9,4343,2014,1567,869.606,4884
9,4351,2014,64,137.107,481
9,4352,2014,326,2547.256,4980
9,4353,2014,1689,14835.646,26539
9,4354,2014,1105,18157.129,19731
9,4361,2014,110,793.53,1485
9,4371,2014,36,1513.487,1554
9,4372,2014,8,138.123,115
9,4611,2014,80683,16435.795,149978
9,4612,2014,2278,1547.381,6243
9,4621,2014,2773,23121.071,51047
9,4622,2014,214,14303.172,30685
9,4631,2014,3616,1470.566,11626
9,4632,2014,18022,8920.623,44637
9,4633,2014,4098,2232.748,11658
9,4641,2014,10472,8740.863,40743
9,4651,2014,4575,2616.497,13357
9,4652,2014,4619,2831.169,13487
9,4653,2014,16311,3145.208,34679
9,4659,2014,10649,2009.718,21837
9,4661,2014,3805,4320.838,17277
9,4662,2014,4052,4817.83,19189
9,4663,2014,6834,1518.245,15715
9,4664,2014,1874,100.155,2878
9,4671,2014,12620,6933.58,35984
9,4681,2014,504,8107.223,17074
9,4682,2014,5491,3428.865,22099
9,4683,2014,201,1244.185,1645
9,4684,2014,1147,6616.114,13877
9,4691,2014,85,418.694,1607
9,4811,2014,25,76812.453,18479
9,4831,2014,4,395.384,1070
9,4841,2014,329,6297.304,13271
9,4842,2014,273,4186.405,8764
9,4851,2014,25,7305.432,19989
9,4852,2014,73,33125.591,35395
9,4855,2014,41,286.732,601
9,4862,2014,9,2927.727,271
9,4871,2014,27,233.41,576
9,4881,2014,23,2138.37,7577
9,4884,2014,89,174.866,662
9,4885,2014,566,13652.713,15483
9,4889,2014,26,291.736,1321
9,4921,2014,62,7254.936,21867
9,4922,2014,19,139.623,741
9,4931,2014,206,1860.542,3053
9,5111,2014,304,15909.342,16377
9,5112,2014,24,1384.876,1162
9,5121,2014,314,13423.789,11951
9,5122,2014,51,790.607,1109
9,5151,2014,79,58261.944,29298
9,5152,2014,3,219.224,315
9,5171,2014,39,142940.132,46409
9,5172,2014,6,70207.113,13077
9,5174,2014,4,471.848,340
9,5179,2014,326,3224.334,3249
9,5182,2014,72,2893.552,5293
9,5191,2014,79,2097.548,3250
9,5211,2014,1,23599.519,3302
9,5221,2014,35,362539.771,199339
9,5222,2014,14,105736.316,14467
9,5223,2014,109,1174.631,1761
9,5224,2014,640,59756.231,31099
9,5225,2014,28,2769.676,1669
9,5231,2014,171,22177.165,8209
9,5232,2014,6,1781.444,385
9,5239,2014,54,7216.092,1584
9,5241,2014,105,78611.61,27324
